Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation
1,43,1,9500,1,1,148.0,1,29,38,90,3
1,17,2,9254,1,1,130.0,1,19,19,7,7
1,1,4,9238,1,1,118.0,1,19,38,9,9
1,39,1,8014,0,1,120.0,1,38,38,9,9
1,17,4,9773,1,1,119.0,1,38,19,9,9
1,1,1,9238,1,1,138.0,1,37,37,9,9
1,17,1,8014,0,1,127.0,1,19,37,4,7
1,1,1,9500,1,1,134.0,1,38,19,3,10
1,17,4,9147,1,1,133.0,1,1,1,4,5
1,39,1,9670,1,1,133.1,1,37,37,9,9
1,1,1,171,1,1,180.0,41,37,37,9,9
1,17,4,9238,1,1,129.0,1,19,19,4,7
2,39,1,9085,1,1,120.0,1,19,19,1,4
1,1,6,9500,1,1,141.0,1,1,38,4,5
1,1,1,9500,1,1,118.0,1,1,19,9,10
1,1,5,9773,1,1,127.0,1,38,1,4,5
1,1,1,9147,1,1,177.0,1,1,38,3,9
1,42,1,171,1,1,132.0,1,1,1,1,4
1,17,4,9500,1,1,133.0,1,4,4,4,4
1,17,4,9254,1,1,124.0,1,1,1,4,4
1,1,1,9670,1,1,143.0,1,3,38,2,9
1,1,1,9773,1,1,128.0,1,1,19,9,7
1,1,1,9238,1,1,138.0,1,19,38,5,8
1,1,5,9500,1,1,144.0,1,37,37,7,9
1,1,4,9773,1,1,122.0,1,19,19,9,7
1,17,1,9254,1,1,111.0,1,19,19,3,10
1,1,1,9085,1,1,133.1,1,38,37,1,1
2,1,1,9991,0,2,120.0,1,37,37,6,3
1,1,1,9556,1,1,135.0,1,37,38,7,9
1,17,5,9670,1,1,125.0,1,19,30,7,7
1,1,1,9500,1,1,147.0,1,38,38,9,9
1,17,3,9500,1,1,137.0,1,19,37,7,7
1,43,1,9238,1,1,117.0,1,34,34,0,0
1,17,1,9238,1,1,126.0,1,37,19,9,8
1,18,1,9147,1,1,128.0,1,19,19,9,5
1,1,6,9147,1,1,115.0,1,1,37,4,9
1,1,1,9773,1,1,121.0,1,1,38,4,9
1,17,1,9238,1,1,134.0,1,3,1,3,4
1,1,3,9500,1,1,126.0,1,38,38,9,8
1,1,1,9130,1,1,151.0,1,3,1,2,4
1,1,6,9500,1,1,122.0,1,1,1,4,4
1,17,1,9500,1,1,141.0,1,2,38,2,10
1,1,1,171,1,1,138.0,1,1,40,4,3
1,1,1,9085,1,1,133.0,1,38,37,9,7
1,39,1,9085,1,3,150.0,1,2,3,4,7
1,1,1,9773,1,1,136.0,1,19,19,4,3
1,1,1,9853,1,1,129.0,1,19,38,2,7
1,39,1,9085,1,1,128.0,1,19,1,9,10
1,17,2,9147,1,1,131.0,1,1,19,4,5
1,1,1,9147,1,1,130.0,1,38,38,2,9
1,17,1,9500,1,1,150.0,1,37,37,9,9
1,1,1,9238,1,1,165.0,1,37,38,9,8
2,43,1,9991,0,1,133.1,1,37,37,9,7
1,1,1,9238,1,1,126.0,1,3,1,5,5
1,1,5,9500,1,1,101.0,1,1,1,3,4
1,17,3,9147,1,1,125.0,1,38,19,7,7
4,39,1,9670,1,1,100.0,1,37,37,4,10
1,1,1,9130,1,1,117.0,1,1,1,9,9
1,1,1,171,1,1,159.0,1,3,1,4,4
1,17,1,9773,1,1,177.0,1,2,1,123,135
1,1,1,171,1,1,156.0,1,3,3,2,2
1,1,5,9500,1,1,125.0,1,1,1,3,8
1,1,2,9147,1,1,130.0,1,37,37,9,9
1,43,1,9003,1,1,125.0,1,1,38,4,7
1,1,1,9147,1,1,127.0,1,19,19,5,5
1,17,1,9254,1,1,121.0,1,1,1,4,4
1,43,1,9070,1,1,135.0,1,19,19,9,9
1,1,2,171,1,1,125.0,1,38,19,9,9
1,1,1,9254,1,1,138.0,41,1,1,9,9
1,1,4,9500,1,1,136.0,1,19,38,9,9
1,1,1,9238,1,1,142.0,1,1,38,5,7
1,1,1,9085,1,1,129.0,1,19,37,9,9
1,1,1,9085,1,1,134.0,1,1,1,2,7
1,17,2,9853,1,1,123.0,1,3,1,2,3
1,39,1,9991,0,1,150.0,1,19,38,9,8
1,1,1,9254,1,1,129.0,1,1,1,4,2
1,1,3,9500,1,1,134.0,1,1,37,8,7
1,17,1,9147,1,1,127.0,1,1,37,4,8
1,18,2,9853,1,1,123.0,1,1,3,9,2
1,17,3,9254,1,1,127.0,1,12,38,5,7
1,39,1,9556,1,1,133.1,1,38,19,9,6
1,17,5,9238,1,1,131.0,1,19,37,5,7
2,39,1,33,1,1,120.0,1,38,1,9,5
1,1,4,9500,1,1,133.0,1,19,19,9,5
1,1,1,9670,1,1,133.0,1,38,38,9,9
1,1,1,9500,1,1,143.0,1,3,19,3,10
1,43,1,9500,1,1,140.0,1,19,38,9,7
1,17,1,9070,1,1,157.0,1,3,3,3,3
1,39,1,9130,1,19,133.1,1,19,3,9,2
1,43,1,8014,0,1,145.0,6,34,34,0,0
1,39,1,9119,1,1,130.0,1,37,3,9,3
1,1,1,9085,1,1,111.0,1,1,38,5,9
1,17,2,9119,1,1,116.0,1,19,1,9,7
1,39,1,9130,1,10,133.1,1,12,36,90,90
1,1,1,9500,1,1,135.0,1,19,19,4,5
1,17,1,9147,1,1,145.0,1,19,38,4,4
1,1,1,171,1,1,118.0,1,37,37,3,5
1,39,1,9003,1,1,130.0,1,19,19,9,5
1,1,1,9670,1,1,115.0,1,19,37,9,9
1,1,2,9147,1,1,122.0,1,1,38,4,5
1,42,1,9070,1,1,120.0,1,3,2,3,1
1,51,1,9991,0,1,120.0,1,38,3,5,3
1,17,2,9773,1,1,120.0,1,1,1,2,5
1,42,1,9003,1,1,140.0,1,1,3,4,2
1,1,6,9147,1,1,127.0,1,1,19,1,6
1,7,1,9254,1,3,110.0,1,19,19,3,3
1,1,1,9500,1,1,148.0,1,1,1,9,9
2,39,1,9238,1,42,170.0,1,19,38,8,8
1,1,1,9773,1,1,146.0,1,1,3,4,1
1,1,1,9773,1,1,127.0,1,5,3,4,4
1,17,1,9773,1,1,125.0,1,3,3,2,3
1,17,5,9773,1,1,139.0,1,38,1,4,4
1,39,1,9991,0,1,133.1,1,37,37,7,9
1,1,1,9147,1,1,146.0,1,5,1,1,5
1,1,1,9773,1,1,109.0,1,2,3,3,3
1,1,1,9238,1,1,135.0,1,1,38,4,6
1,18,2,9070,1,1,122.0,1,38,19,5,5
1,7,1,9003,1,3,130.0,1,3,3,6,2
1,1,1,171,1,1,124.0,1,2,2,3,2
1,1,1,9254,1,1,115.0,1,3,2,4,5
1,44,1,9003,1,39,150.0,1,3,19,2,6
1,1,4,9070,1,1,170.0,1,3,3,2,2
1,1,6,9254,1,1,102.0,1,3,1,2,2
1,17,2,9254,1,1,140.0,1,3,3,2,2
1,1,5,9119,1,1,135.0,1,37,37,90,90
1,43,1,8014,0,1,148.0,1,37,37,9,9
1,39,1,9991,0,1,140.0,1,1,37,9,8
1,17,3,9670,1,1,147.0,1,37,37,8,8
1,39,1,9556,1,1,140.0,1,37,38,9,9
1,1,1,9670,1,1,157.0,1,19,38,9,7
1,17,1,9991,0,1,120.0,1,38,3,9,3
1,39,1,9147,1,12,133.1,1,19,37,7,9
2,43,1,9500,1,1,140.0,1,37,37,9,10
1,1,1,9085,1,1,130.0,1,19,38,9,9
1,44,1,9085,1,39,150.0,1,19,38,194,193
1,1,2,9500,1,1,115.0,1,38,38,9,8
1,1,6,9500,1,1,118.0,1,38,38,5,5
1,39,1,9500,1,1,130.0,1,38,1,9,4
2,39,1,9147,1,1,130.0,1,37,37,9,9
1,1,2,9773,1,1,130.0,1,19,38,3,9
1,17,3,9085,1,1,120.0,1,37,38,9,9
1,1,2,9500,1,1,130.0,1,1,1,4,3
1,1,2,9500,1,1,141.0,1,37,37,9,7
1,17,1,9085,1,1,138.0,1,1,19,4,9
1,1,1,9670,1,1,113.0,1,37,19,9,9
1,17,4,9500,1,1,135.0,1,1,1,4,4
1,1,1,9238,1,1,137.0,1,3,1,4,9
4,39,1,9991,0,1,133.1,1,37,37,9,9
2,43,1,9238,1,12,100.0,1,37,37,9,9
1,39,1,8014,0,19,133.1,1,37,37,9,9
1,1,1,9500,1,1,142.0,1,37,19,7,7
1,17,3,9853,1,1,140.0,1,38,38,5,7
1,43,1,9773,1,1,129.0,1,1,1,4,8
1,17,1,9773,1,1,141.0,1,2,3,2,2
1,17,5,9085,1,1,118.0,1,1,38,4,7
1,17,5,9147,1,1,131.0,1,37,38,5,5
1,1,3,9070,1,1,161.0,1,38,37,5,5
1,7,1,9556,1,2,130.0,1,37,37,9,9
1,17,4,9147,1,1,121.0,1,38,37,6,7
1,43,1,9130,1,6,133.1,1,1,29,4,90
1,44,1,9130,1,39,130.0,1,1,3,9,2
1,15,1,9085,1,1,133.1,41,3,3,4,2
1,17,6,9670,1,1,120.0,1,1,14,4,5
1,1,2,9500,1,1,140.0,1,38,38,9,7
2,39,1,9003,1,19,133.1,1,37,19,9,4
1,44,1,9147,1,39,130.0,1,19,1,9,3
1,17,2,9500,1,1,140.0,1,37,37,9,9
1,1,1,9085,1,1,124.0,1,2,1,4,10
1,1,3,9147,1,1,115.0,1,1,38,3,8
1,39,1,8014,0,1,100.0,1,12,5,9,4
1,1,2,9085,1,1,162.0,1,37,1,9,9
1,1,1,9853,1,1,121.0,1,19,19,7,7
1,17,1,9238,1,1,125.0,1,1,38,144,181
1,17,2,9670,1,1,123.0,1,3,1,3,1
2,39,1,9991,0,39,140.0,1,38,19,9,5
2,39,1,9500,1,1,133.1,1,37,38,9,8
1,43,2,9773,1,1,120.0,1,34,34,0,0
2,1,1,9254,1,1,136.0,1,37,37,9,9
2,39,1,8014,0,1,133.1,1,38,38,9,9
4,42,1,9147,1,1,110.0,1,37,37,9,9
1,43,1,9500,1,1,120.0,1,37,37,9,6
1,39,1,9003,1,19,133.1,1,37,37,9,9
5,7,1,9147,1,40,110.0,1,37,37,9,9
1,51,1,33,1,1,130.0,1,19,19,9,9
1,1,1,9147,1,1,102.0,1,38,38,9,9
1,43,3,9147,1,1,127.0,21,3,37,3,3
4,39,1,8014,0,1,133.1,1,37,37,9,8
1,17,2,9556,1,1,137.0,41,1,1,7,7
2,7,1,8014,0,3,130.0,1,35,35,90,90
2,53,1,9147,1,42,130.0,1,19,19,175,152
1,1,4,9254,1,1,131.0,1,38,36,9,9
2,39,1,9991,0,1,162.0,1,37,37,9,6
4,43,1,9991,0,1,140.0,1,37,37,5,5
1,7,1,9556,1,43,160.0,1,38,19,9,9
1,17,6,9670,1,1,117.0,1,38,19,0,1
1,39,1,9991,0,1,150.0,1,1,37,4,6
1,39,1,9003,1,19,133.1,1,37,37,9,7
1,1,1,9238,1,1,125.0,1,1,1,5,5
1,39,1,9003,1,1,130.0,1,37,37,9,7
1,1,1,9238,1,1,170.0,1,37,37,0,0
1,17,3,9500,1,1,132.0,1,19,3,9,5
1,43,1,9500,1,1,133.1,1,38,19,9,10
1,17,2,8014,0,1,120.0,1,19,1,5,10
1,17,2,9500,1,1,126.0,1,37,37,7,7
1,39,1,9500,1,1,130.0,1,19,19,3,7
1,17,1,9238,1,1,133.1,1,1,38,9,7
1,1,5,9500,1,1,141.0,1,38,19,7,7
1,1,1,171,1,1,138.0,1,19,19,5,1
1,17,1,9500,1,1,130.0,1,19,1,9,7
1,17,1,9500,1,1,128.0,1,37,37,9,8
1,1,4,9085,1,1,135.0,1,38,37,9,9
1,44,1,8014,0,39,150.0,1,1,37,9,7
1,1,3,9773,1,1,135.0,1,1,1,3,5
2,43,1,9254,1,3,120.0,1,38,37,9,3
1,7,1,8014,0,3,120.0,1,19,37,5,3
1,1,6,9500,1,1,140.0,1,19,19,1,4
2,39,1,9500,1,1,140.0,1,19,19,9,7
2,39,1,8014,0,1,140.0,1,19,19,9,7
1,1,2,9085,1,1,156.0,1,40,40,3,7
1,51,1,9070,1,12,133.1,1,37,19,3,7
1,1,1,9254,1,1,120.0,1,1,1,9,10
1,43,1,9991,0,1,100.0,1,3,19,1,1
2,1,1,9991,0,1,120.0,1,37,19,9,9
1,7,1,9119,1,3,120.0,1,19,19,1,1
1,1,1,171,1,1,172.0,1,1,1,4,9
1,43,1,9991,0,1,120.0,1,37,37,9,9
1,16,2,9070,1,1,137.0,1,1,1,3,1
1,1,1,9773,1,1,117.0,1,1,37,5,9
1,1,6,9147,1,1,142.0,1,38,37,7,7
1,17,4,9147,1,1,135.0,1,19,1,0,4
1,17,3,9119,1,1,115.0,1,3,1,3,3
1,39,1,171,1,1,110.0,1,12,3,5,2
1,1,1,171,1,1,123.0,1,1,3,2,2
2,43,1,9991,0,1,140.0,1,37,37,9,9
1,39,1,9130,1,39,150.0,1,1,3,4,1
5,39,1,9119,1,1,120.0,1,37,37,9,9
1,17,1,9147,1,1,110.0,1,1,1,4,4
1,1,1,9238,1,1,133.0,1,1,19,9,9
1,43,1,9254,1,1,110.0,1,12,19,9,9
1,17,1,9119,1,1,126.0,1,1,1,9,9
1,39,2,9670,1,19,133.1,1,34,34,0,0
1,1,6,9773,1,1,136.0,1,38,38,9,9
1,17,4,9773,1,1,129.0,1,3,1,2,7
1,44,1,9003,1,39,140.0,1,19,19,4,4
1,43,1,9670,1,1,160.0,1,34,34,99,99
1,39,1,9085,1,1,133.1,1,37,36,90,7
1,17,1,9670,1,1,140.0,1,1,1,4,3
1,1,3,9773,1,1,142.0,1,34,1,5,10
1,17,1,9670,1,1,138.0,1,1,1,4,8
1,1,1,9070,1,1,131.0,1,3,19,4,4
1,1,1,9119,1,1,160.0,1,37,37,9,6
1,39,1,9085,1,1,110.0,1,40,1,5,6
1,1,1,9254,1,1,124.0,1,37,38,9,8
1,39,1,9500,1,1,120.0,1,37,37,9,8
1,39,1,9147,1,12,133.1,1,37,37,9,9
1,39,1,9003,1,1,133.1,1,38,37,9,4
1,51,1,9670,1,19,133.1,1,2,1,3,10
1,1,1,8014,0,1,123.0,1,3,1,2,9
2,44,1,9003,1,39,140.0,1,37,37,4,7
1,39,1,9119,1,1,138.7,1,1,12,4,3
1,1,1,9773,1,1,131.0,1,38,1,5,7
1,1,1,9500,1,1,149.0,1,38,37,9,9
2,39,2,9003,1,19,133.1,1,38,19,4,1
1,44,1,9119,1,39,130.0,1,3,19,3,4
1,43,1,9003,1,1,120.0,1,3,3,1,2
4,39,1,9500,1,1,133.1,1,1,19,3,3
1,1,1,9147,1,1,143.0,1,1,37,9,9
1,17,4,9670,1,1,126.0,1,1,1,4,7
1,1,1,9773,1,1,125.0,1,19,1,9,9
1,1,4,9147,1,1,123.0,1,1,1,9,7
1,7,1,9147,1,2,150.0,1,3,37,2,5
1,17,3,9853,1,1,132.0,1,34,34,0,0
1,1,1,9238,1,1,133.0,1,34,37,5,5
1,1,1,9991,0,1,122.0,1,37,37,9,3
1,1,4,9500,1,1,137.0,1,19,38,9,3
1,1,6,9500,1,1,145.0,1,19,37,9,9
1,17,1,9254,1,1,150.0,1,1,1,9,10
1,7,1,9147,1,3,130.0,1,37,37,9,9
1,1,6,9500,1,1,136.0,1,37,1,5,4
1,17,2,9254,1,1,131.0,1,1,19,9,9
1,17,1,9147,1,1,130.0,1,37,37,9,7
1,1,1,9238,1,1,108.0,1,19,38,9,7
1,44,1,9003,1,39,160.0,1,38,38,6,6
1,17,1,9085,1,1,113.0,1,19,37,9,9
1,1,1,9853,1,1,113.0,1,38,38,3,7
2,1,1,9147,1,1,137.0,1,19,37,9,9
1,1,4,9500,1,1,148.0,1,19,19,9,3
1,39,1,9500,1,1,130.0,1,19,19,9,8
1,26,1,9147,1,2,133.1,1,34,34,0,0
1,17,1,9238,1,1,138.0,1,37,38,9,8
4,7,1,9147,1,3,130.0,1,19,1,5,5
1,1,1,9085,1,1,127.0,1,37,37,9,9
1,1,1,9238,1,1,115.0,1,19,38,7,7
1,1,2,9500,1,1,147.0,1,3,1,4,3
1,17,1,9085,1,1,132.0,1,38,38,4,9
1,1,4,171,1,1,146.0,1,1,1,9,5
1,43,1,9238,1,1,109.0,1,19,37,5,5
1,17,1,9853,1,1,133.0,1,38,38,9,9
1,42,1,9500,1,1,124.0,1,19,19,4,9
1,1,1,9070,1,1,133.1,1,1,1,9,9
1,1,1,9147,1,1,121.0,1,37,38,9,9
1,1,2,9147,1,1,129.0,1,38,19,3,7
1,53,1,9085,1,42,160.0,1,19,37,4,9
1,43,1,9147,1,1,131.0,1,3,19,2,9
1,1,1,9500,1,1,150.0,1,37,37,9,7
2,1,5,9500,1,1,130.0,1,1,19,4,4
1,17,1,9070,1,1,133.1,1,38,19,5,5
1,1,1,9238,1,1,154.0,1,38,38,9,9
1,1,1,9670,1,1,126.0,1,37,19,7,7
1,1,1,9773,1,1,150.0,1,19,38,9,5
1,17,5,9500,1,1,141.0,1,19,19,9,7
2,43,1,9991,0,1,134.0,1,37,37,9,9
1,17,2,171,1,1,146.0,1,3,3,3,3
1,16,3,9853,1,1,134.0,1,19,37,9,9
1,1,3,9500,1,1,139.0,1,1,19,9,3
1,1,6,9500,1,1,136.0,1,1,1,4,5
1,1,5,9773,1,1,110.0,1,19,38,3,5
1,5,1,9670,1,1,135.0,1,1,12,4,4
1,17,4,9500,1,1,129.0,1,38,37,9,5
1,17,1,9147,1,1,139.0,1,38,38,7,5
1,1,4,9500,1,1,137.0,1,1,19,4,7
1,17,3,9500,1,1,138.0,1,1,19,7,8
1,17,6,9500,1,1,136.0,1,3,38,2,9
1,1,1,9773,1,1,143.0,1,3,3,2,5
1,1,1,9254,1,1,133.1,1,38,19,3,3
1,1,1,9853,1,1,136.0,1,38,37,9,9
1,17,1,9238,1,1,139.0,1,19,38,4,9
1,1,1,9500,1,1,125.0,1,1,1,9,4
1,44,1,9085,1,39,130.0,1,37,38,9,6
1,17,1,9238,1,1,137.0,1,1,38,5,8
2,39,1,9991,0,3,130.0,1,3,1,1,10
1,1,1,9085,1,1,130.0,1,9,19,4,1
2,43,2,9147,1,1,160.0,1,37,37,9,9
1,18,1,9147,1,1,100.0,1,38,38,5,5
1,1,1,9238,1,1,136.0,1,19,1,4,3
1,43,1,8014,0,1,117.0,1,37,37,9,9
2,7,1,9147,1,3,140.0,1,37,37,9,9
1,51,1,9070,1,1,132.0,1,19,19,153,153
1,1,3,9500,1,1,147.0,1,1,1,4,4
1,1,1,9773,1,1,158.0,1,38,38,9,7
1,17,6,9500,1,1,142.0,1,19,37,4,9
1,1,1,9773,1,1,143.0,1,1,38,8,8
1,1,2,9070,1,1,135.0,1,1,1,4,7
1,1,1,9773,1,1,160.0,1,1,38,4,7
1,43,1,9991,0,1,120.0,1,37,37,9,8
1,39,2,9556,1,19,133.1,1,37,37,3,7
1,17,2,9556,1,1,133.1,1,37,38,9,8
1,17,1,9556,1,1,133.0,1,1,38,4,9
1,1,1,9670,1,1,120.0,1,38,19,4,8
1,17,4,9254,1,1,106.0,1,37,19,9,7
1,1,2,9773,1,1,148.0,1,1,19,9,9
1,1,2,9070,1,1,134.0,1,1,19,3,3
1,1,5,9500,1,1,130.0,1,19,1,9,5
1,16,1,9085,1,1,150.0,1,3,3,2,1
1,1,1,171,1,1,141.0,1,1,19,5,8
1,1,1,9773,1,1,140.0,1,19,37,9,6
1,1,2,9500,1,1,138.0,1,3,3,2,2
1,39,1,9991,0,1,130.0,1,37,37,9,9
1,39,1,9500,1,1,133.1,1,19,19,5,6
1,42,1,9500,1,1,133.0,1,1,1,4,4
1,1,6,9500,1,1,150.0,1,37,38,9,9
1,17,1,9147,1,1,117.0,1,37,37,9,9
1,1,1,9238,1,1,145.0,1,19,1,6,5
1,7,1,9238,1,3,140.0,1,37,37,9,9
1,44,1,9003,1,39,160.0,1,37,38,9,7
1,17,1,9238,1,1,125.0,1,4,3,1,1
4,43,4,9991,0,12,133.1,1,37,37,9,9
1,1,2,9500,1,1,139.0,1,38,37,9,7
4,43,1,9500,1,1,130.0,1,37,37,9,9
1,7,1,9085,1,3,120.0,1,37,37,7,7
1,1,1,9853,1,1,160.0,1,1,37,9,9
1,17,3,9070,1,1,120.0,1,3,1,4,4
2,39,1,9147,1,1,130.0,1,37,37,9,9
1,1,1,9147,1,1,124.0,1,38,19,3,10
1,17,1,9853,1,1,150.0,1,19,19,3,4
1,1,1,9991,0,1,140.0,1,37,37,9,9
1,1,5,9500,1,1,135.0,1,37,37,7,7
1,1,6,9500,1,1,143.0,1,38,19,7,9
2,39,1,8014,0,19,100.0,1,38,19,0,10
4,39,1,8014,0,19,133.1,1,37,37,9,9
2,1,1,9147,1,1,133.1,1,34,34,0,0
1,1,5,9119,1,1,132.0,1,38,19,5,3
1,17,1,9085,1,1,131.0,1,38,38,191,174
1,16,1,9003,1,1,147.0,1,1,37,4,9
1,43,1,9991,0,1,141.0,1,37,37,9,9
1,39,1,9238,1,1,160.0,1,38,1,9,3
1,1,1,9254,1,1,135.0,1,38,37,9,7
1,1,1,9500,1,1,133.0,1,37,37,9,7
1,17,1,171,1,1,142.0,1,37,37,9,9
1,44,1,9003,1,39,130.0,1,37,37,9,10
2,39,1,9500,1,1,133.1,1,37,37,9,9
1,39,1,9500,1,1,133.1,1,37,37,7,7
2,39,1,9670,1,1,130.0,1,19,38,9,9
1,1,2,9500,1,1,149.0,1,19,1,9,9
1,1,1,9670,1,1,130.0,1,1,1,0,0
1,39,1,9130,1,1,150.0,1,1,1,4,10
1,1,1,9238,1,1,106.0,1,1,1,3,3
1,1,1,171,1,1,162.0,1,37,37,9,9
2,43,3,9991,0,1,120.0,1,37,37,9,9
2,39,1,9991,0,19,133.1,1,38,38,7,8
1,7,1,9119,1,3,130.0,1,37,37,9,9
1,17,2,9670,1,1,128.0,1,37,38,5,8
1,1,1,9003,1,1,124.0,1,38,19,9,7
2,39,1,9991,0,1,133.1,1,37,37,5,8
2,43,1,9991,0,1,114.0,1,37,37,7,8
1,1,2,9773,1,1,140.0,1,38,38,5,7
1,39,1,9003,1,1,160.0,1,1,37,191,193
1,1,1,9147,1,1,122.0,1,1,19,9,9
1,39,1,9070,1,1,140.0,1,37,37,9,10
1,15,1,9670,1,1,160.0,1,37,12,9,9
1,44,1,9003,1,39,130.0,1,1,3,9,6
1,1,1,9670,1,1,141.0,1,1,1,5,9
1,17,3,9147,1,1,127.0,1,37,37,5,7
1,17,1,9254,1,1,126.0,1,37,37,5,1
1,1,1,9670,1,1,131.0,1,1,1,4,9
1,1,1,9147,1,1,130.0,1,19,19,9,7
1,44,1,9070,1,39,130.0,1,1,1,9,9
1,17,6,9500,1,1,140.0,1,1,1,4,3
1,44,1,9130,1,39,140.0,1,1,19,4,7
1,1,1,171,1,1,140.0,1,19,19,1,1
4,39,1,9670,1,19,133.1,1,37,37,9,7
1,39,1,9670,1,1,120.0,1,11,11,90,4
1,43,1,9773,1,1,121.0,1,1,1,4,5
1,17,1,171,1,1,123.0,1,3,12,2,9
1,1,1,9119,1,1,136.0,1,38,38,9,9
2,42,1,9254,1,1,136.0,1,2,2,134,112
1,43,1,9991,0,1,120.0,1,37,37,9,9
1,43,1,9991,0,4,160.0,1,3,3,2,1
1,17,1,171,1,1,125.0,1,37,37,7,9
1,1,1,9670,1,1,146.0,1,1,1,9,8
1,43,4,9670,1,1,117.0,1,3,3,4,4
2,39,1,9991,0,1,150.0,1,1,4,4,2
1,44,1,9003,1,39,140.0,1,19,38,6,7
2,39,1,9003,1,1,111.0,1,1,3,4,2
1,43,1,9500,1,1,120.0,1,2,4,4,5
1,18,3,9119,1,1,111.0,1,1,19,9,8
1,1,1,9500,1,1,118.0,1,12,1,4,10
1,1,3,9670,1,1,106.0,1,3,1,2,3
1,42,1,9003,1,39,120.0,1,3,1,2,6
1,1,1,9147,1,1,151.0,1,1,38,4,7
2,39,1,9254,1,19,133.1,1,34,34,0,0
1,39,1,9991,0,1,120.0,1,34,34,0,0
1,51,1,9991,0,39,120.0,1,1,4,4,10
1,39,1,9991,0,1,110.0,1,37,37,9,9
1,39,2,9147,1,19,133.1,1,38,19,4,10
1,17,5,9254,1,1,118.0,1,19,37,5,5
1,1,1,9070,1,1,139.0,1,1,19,3,9
1,17,1,9119,1,1,130.0,1,1,3,4,2
1,17,1,9670,1,1,132.0,1,38,37,9,9
1,39,1,9991,0,1,100.0,1,37,38,9,4
1,17,1,9085,1,1,120.0,1,19,38,4,8
1,39,1,9991,0,12,133.1,1,37,37,9,9
1,17,3,9500,1,1,156.0,1,19,37,4,9
1,17,4,9500,1,1,143.0,1,19,38,9,6
2,43,1,9130,1,9,133.1,1,34,34,0,0
1,39,1,9670,1,1,140.0,1,37,37,9,9
1,1,1,9500,1,1,127.0,1,2,19,3,9
1,1,1,9500,1,1,135.0,1,38,19,194,193
1,39,1,9238,1,19,133.1,1,37,37,9,9
1,43,1,9147,1,1,120.0,1,37,37,5,3
1,44,1,9119,1,39,150.0,1,19,37,9,9
1,17,1,9670,1,1,123.0,1,37,38,3,3
1,44,1,9085,1,39,150.0,1,38,38,4,1
1,39,1,9254,1,12,133.1,1,37,37,5,7
1,39,1,9003,1,1,130.0,1,1,1,9,4
1,1,4,9070,1,1,140.0,1,4,19,2,10
1,1,1,9670,1,1,141.0,1,2,1,2,4
2,39,1,9500,1,19,133.1,1,19,19,4,4
1,17,5,9773,1,1,146.0,1,1,37,5,5
1,39,1,9130,1,19,133.1,1,34,34,99,99
1,44,1,9119,1,39,160.0,1,3,38,2,3
1,44,1,9119,1,39,130.0,1,19,3,3,4
2,39,1,9991,0,1,160.0,1,1,3,1,2
2,43,1,9070,1,2,140.0,1,37,37,6,6
1,1,6,9119,1,1,126.0,1,19,19,7,3
1,17,5,9119,1,1,118.0,1,1,19,9,9
1,39,1,9085,1,19,133.1,1,3,1,2,5
1,17,2,9070,1,1,121.0,1,1,19,144,144
1,17,1,9119,1,1,148.0,1,1,38,4,5
1,43,1,9991,0,12,133.1,1,12,12,9,9
1,1,2,9119,1,1,140.0,1,19,19,9,9
1,1,1,9254,1,1,132.0,1,1,38,9,9
1,1,1,9130,1,1,140.0,1,4,3,3,3
1,17,3,9147,1,1,112.0,1,1,1,3,3
1,42,1,9500,1,1,100.0,1,19,19,9,9
1,17,4,9085,1,1,126.0,1,1,3,5,5
1,1,1,9670,1,1,150.0,1,3,37,4,7
1,44,1,9003,1,39,150.0,1,19,1,9,8
2,1,1,9556,1,1,144.0,1,19,19,193,144
1,39,1,9991,0,1,133.1,1,38,37,9,9
1,17,6,9147,1,1,120.0,1,37,38,9,9
1,39,1,8014,0,1,133.1,1,3,19,4,7
1,39,1,33,1,1,133.1,1,19,37,9,9
1,7,1,171,1,3,130.0,1,1,2,9,2
1,43,1,9070,1,1,133.0,1,1,2,9,2
1,18,1,9773,1,1,124.0,1,38,37,9,8
1,7,1,9991,0,40,130.0,1,1,3,4,2
1,1,3,9147,1,1,124.0,1,1,1,5,3
1,17,3,9500,1,1,132.0,1,3,1,2,7
1,7,1,9670,1,3,110.0,1,27,37,3,3
1,1,3,9773,1,1,127.0,1,19,38,8,3
1,1,1,9130,1,1,130.0,1,2,3,9,1
1,44,1,9003,1,39,140.0,1,19,38,9,10
1,44,1,9003,1,39,150.0,1,19,1,1,1
1,16,2,9238,1,1,133.0,1,19,38,4,5
1,16,4,9773,1,1,109.0,1,37,37,9,3
1,43,1,9147,1,1,133.1,1,4,19,2,1
1,18,4,171,1,1,133.0,1,1,4,9,5
1,17,3,9773,1,1,134.0,1,2,1,3,3
1,1,4,9773,1,1,125.0,1,19,19,9,7
1,17,3,9119,1,1,135.0,1,1,19,141,193
1,17,2,9773,1,1,132.0,1,19,1,9,9
1,1,3,9773,1,1,135.0,1,3,1,2,4
1,44,1,9070,1,39,100.0,1,1,1,4,4
1,43,1,171,1,1,144.0,1,19,19,9,4
1,17,1,9119,1,1,125.0,1,19,1,5,4
